StationName,StationCode,RegionName,Analyte,Trend,LastSampleDate,LastResult,Unit
Klamath River at Iron Gate Hatchery Bridge,105KL9084,North Coast,"Lead, Total",Insufficient data,11/19/2013,0.015,ug/L
Taylor Lake,715CRTLI1,Colorado River,"Lead, Total",Insufficient data,10/2/2002,6.215,mg/Kg dw
Squaw Lake,715CRSQLK,Colorado River,"Lead, Total",Insufficient data,10/2/2002,11.2,mg/Kg dw
Klamath River at State Line,105KL9990,North Coast,"Lead, Total",Insufficient data,11/19/2013,0.11,ug/L
Packwood Creek,558PKC010,Central Valley,"Lead, Total",Insufficient data,4/29/2008,16,mg/Kg dw
Klamath River at Portuguese Creek River Access,105KL6111,North Coast,"Lead, Total",Insufficient data,11/19/2013,0.015,ug/L
Klamath River at Skeahan Bar River Access,105KL8064,North Coast,"Lead, Total",Insufficient data,11/19/2013,0.015,ug/L
Scott River at Callahan,105SC9823,North Coast,"Lead, Total",Insufficient data,11/18/2013,0.015,ug/L
Scott River near Klamath River,105SC0083,North Coast,"Lead, Total",Insufficient data,11/18/2013,0.015,ug/L
Lake Cahuilla,719PLC115,Colorado River,"Lead, Total",Insufficient data,4/24/2013,13.5,mg/Kg dw
Jenkinson Lake @ Mormon Emigrant Trail,532ELD002,Central Valley,"Lead, Total",Insufficient data,6/25/2002,2.5,ug/L
Garcia River above Inman Creek,113GAR087,North Coast,"Lead, Total",Insufficient data,8/6/2013,0.11,ug/L
City Creek Random Olsen Site 114,801CYC114,Santa Ana,"Lead, Total",Insufficient data,7/15/2013,1.4,ug/L
Cajon Wash Random Olsen Site 396,801RB8396,Santa Ana,"Lead, Total",Insufficient data,7/15/2013,1.3,ug/L
North Fork Lytle Creek Random Olsen Site 362,801PLC362,Santa Ana,"Lead, Total",Insufficient data,7/15/2013,1.9,ug/L
San Timoteo Wash Random Olsen Site 559,801RB8559,Santa Ana,"Lead, Total",Insufficient data,7/15/2013,4,ug/L
Cucamonga Creek Random Olsen Site 566,801RB8566,Santa Ana,"Lead, Total",Insufficient data,7/8/2013,0.05,ug/L
Coyote Creek Random Olsen Site 633,845RB8633,Santa Ana,"Lead, Total",Insufficient data,7/8/2013,0.05,ug/L
Alder Creek Random Olsen Site 240,801RB8240,Santa Ana,"Lead, Total",Insufficient data,7/8/2013,0.05,ug/L
Unknown Channel Random Olsen Site 549,801RB8549,Santa Ana,"Lead, Total",Insufficient data,7/1/2013,0.05,ug/L
Deer Creek Random Olsen Site 254,801RB8254,Santa Ana,"Lead, Total",Insufficient data,7/1/2013,0.05,ug/L
Forsee Creek Random Olsen Site 478,801RB8478,Santa Ana,"Lead, Total",Insufficient data,7/1/2013,0.05,ug/L
Chino Creek Random Olsen Site 197,801RB8197,Santa Ana,"Lead, Total",Insufficient data,7/1/2013,0.05,ug/L
Frog Creek Random Olsen Site 380,801RB8380,Santa Ana,"Lead, Total",Insufficient data,7/1/2013,0.05,ug/L
Mile Creek Random Olsen Site 448,801RB8448,Santa Ana,"Lead, Total",Insufficient data,7/1/2013,0.05,ug/L
Blanco Drain below Pump,309BLA,Central Coast,"Lead, Total",Insufficient data,6/26/2013,4.428,ug/L
Santa Ana River Random Olsen Site 168,801SAR168,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,0.19,ug/L
Santa Ana River Random Olsen Site 594,801RB8594,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,0.2,ug/L
Strawberry Creek Random Olsen Site 270,802SWC270,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,1.4,ug/L
Mill Creek Random Olsen Site 501,801RB8501,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,0.11,ug/L
Santa Ana River Random Olsen Site 050,801HBC050,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,0.11,ug/L
Mill Creek Random Olsen Site 533,801RB8533,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,0.35,ug/L
Strawberry Creek Random Olsen Site 419,802SWC419,Santa Ana,"Lead, Total",Insufficient data,6/24/2013,2.9,ug/L
Franklin Creek 300 feet below Meadow View Road,315FRCMVD,Central Coast,"Lead, Total",Insufficient data,6/19/2013,0.015,ug/L
Franklin Creek 300 feet above Meadow View Road,315FRCMVU,Central Coast,"Lead, Total",Insufficient data,6/19/2013,0.015,ug/L
Sims Pond (Los Cerritos),405LCSIMS,Los Angeles,"Lead, Total",Insufficient data,6/7/2005,47.9,mg/Kg dw
Klamath River Below Iron Gate,105KL9073,North Coast,"Lead, Total",Insufficient data,3/6/2013,0.066,ug/L
Klamath River at Gottville River Access,105KL7907,North Coast,"Lead, Total",Insufficient data,3/6/2013,0.055,ug/L
San Diego Creek at East Yale Loop,801SDCEYL,Santa Ana,"Lead, Total",Insufficient data,1/11/2013,11.55,mg/Kg dw
San Diego Creek  at Alton Parkway,801SDCALT,Santa Ana,"Lead, Total",Insufficient data,1/11/2013,14.75,mg/Kg dw
Coyote Creek at Galveston,205COYGAL,San Francisco Bay,"Lead, Total",Insufficient data,1/3/2013,48.15,mg/Kg dw
Coyote Creek at Santa Clara St.,205COYSCL,San Francisco Bay,"Lead, Total",Insufficient data,1/3/2013,65.3,mg/Kg dw
Garcia River at Eureka Hill Road,113GA2733,North Coast,"Lead, Total",Insufficient data,11/27/2012,0.015,ug/L
Forrester Creek 2,907SDFRC2,San Diego,"Lead, Total",Insufficient data,11/26/2012,8.96,mg/Kg dw
Forester Creek at the Propsect Bridge,907SDFPB1,San Diego,"Lead, Total",Insufficient data,11/26/2012,19.85,mg/Kg dw
Forester Creek at the Olive Lane Bridge,907SDFOL1,San Diego,"Lead, Total",Insufficient data,11/26/2012,36.5,mg/Kg dw
South Fork Gualala River at Annapolis Road,113SF2035,North Coast,"Lead, Total",Insufficient data,11/26/2012,0.015,ug/L
Rockpile Creek at South Fork Gualala River,113RP0051,North Coast,"Lead, Total",Insufficient data,11/26/2012,0.015,ug/L
Gualala River at Gualala Regional Park,113GU4637,North Coast,"Lead, Total",Insufficient data,11/26/2012,0.015,ug/L
North Fork Gualala River at Gualala River,113NF0828,North Coast,"Lead, Total",Insufficient data,11/26/2012,0.015,ug/L
Buckeye Creek at South Fork Gualala River,113BU0067,North Coast,"Lead, Total",Insufficient data,11/26/2012,0.015,ug/L
Wheatfield Fork Gualala River at Annapolis Road,113WF0079,North Coast,"Lead, Total",Insufficient data,11/26/2012,0.015,ug/L
Smith River South Fork above Hiouchi,103SF0039,North Coast,"Lead, Total",Insufficient data,11/15/2012,0.015,ug/L
Mad River at Blue Lake below Hatchery,109MA1087,North Coast,"Lead, Total",Insufficient data,11/15/2012,0.015,ug/L
Redwood Creek at Orick,107RE0437,North Coast,"Lead, Total",Insufficient data,11/15/2012,0.015,ug/L
Smith River above South Fork,103SM6897,North Coast,"Lead, Total",Insufficient data,11/15/2012,0.015,ug/L
Smith River below Dr. Fine Bridge,103SM1917,North Coast,"Lead, Total",Insufficient data,11/15/2012,0.015,ug/L
Salmon Creek at Hwy 101,110SA1720,North Coast,"Lead, Total",Insufficient data,11/14/2012,0.099,ug/L
Freshwater Creek at Freshwater Park,110FR4642,North Coast,"Lead, Total",Insufficient data,11/14/2012,0.015,ug/L
MATTOLE RIVER AT PETROLIA,112MA0903,North Coast,"Lead, Total",Insufficient data,11/14/2012,0.015,ug/L
Jacoby Creek - Lower,110JA2619,North Coast,"Lead, Total",Insufficient data,11/14/2012,0.015,ug/L
NORTH FORK MATTOLE AT PETROLIA,112NF0585,North Coast,"Lead, Total",Insufficient data,11/14/2012,0.015,ug/L
Lower Fleming Creek,113GAR038,North Coast,"Lead, Total",Insufficient data,9/10/2012,0.015,ug/L
South Fork Garcia River below Fleming Creek,113GAR118,North Coast,"Lead, Total",Insufficient data,9/10/2012,0.015,ug/L
SF Garcia River Below Fleming Creek,113GAR010,North Coast,"Lead, Total",Insufficient data,8/27/2012,0.015,ug/L
Fern Canyon Creek ~0.3mi above ocean bluffs,107WER092,North Coast,"Lead, Total",Insufficient data,8/27/2012,0.015,ug/L
Garcia River upstream of SF Garcia River,113GAR062,North Coast,"Lead, Total",Insufficient data,8/27/2012,0.015,ug/L
Anderson Creek at Highway 128,113AC3897,North Coast,"Lead, Total",Insufficient data,8/1/2012,0.015,ug/L
Coffee Creek EF ~1.4mi above Mainstem,106WE1079,North Coast,"Lead, Total",Insufficient data,8/8/2012,0.015,ug/L
Galloway Creek ~0.5mi below White Creek,114CE0131,North Coast,"Lead, Total",Insufficient data,7/31/2012,0.015,ug/L
Cold Creek ~1.3mi above Plasket Creek,111WE1071,North Coast,"Lead, Total",Insufficient data,7/26/2012,0.015,ug/L
Thistle Glade Creek ~1mi above Eel River,111TGCAER,North Coast,"Lead, Total",Insufficient data,7/24/2012,0.015,ug/L
Rattlesnake Creek ~0.5mi above Eel River,111WER008,North Coast,"Lead, Total",Insufficient data,7/23/2012,0.06,ug/L
San Luis Rey River 8,903SLSLR8,San Diego,"Lead, Total",Insufficient data,6/1/2012,14.745,mg/Kg dw
Greenwood Creek at Highway 1,113GR0241,North Coast,"Lead, Total",Insufficient data,4/3/2012,0.251,ug/L
Santa Rita Slough at HWY 152,541MER015,Central Valley,"Lead, Total",Insufficient data,8/30/2001,2.5,ug/L
Marsh Creekat Delta Road,541MERDEL,Central Valley,"Lead, Total",Insufficient data,1/12/2012,21.425,mg/Kg dw
Marsh Creek at Sunset Road,541MERSUN,Central Valley,"Lead, Total",Insufficient data,1/12/2012,22.2,mg/Kg dw
Austin Creek at Old Duncans Grade,114AU0318,North Coast,"Lead, Total",Insufficient data,12/1/2011,0.015,ug/L
East Fork Russian River below Coyote Dam,114EF0373,North Coast,"Lead, Total",Insufficient data,11/30/2011,0.048,ug/L
Russian River at Talmage (Ukiah),114RR8339,North Coast,"Lead, Total",Insufficient data,11/30/2011,0.015,ug/L
Dry Creek at Warm Springs Dam,114DC3277,North Coast,"Lead, Total",Insufficient data,11/29/2011,0.015,ug/L
Dry Creek at Russian River,114DC0037,North Coast,"Lead, Total",Insufficient data,11/29/2011,0.031,ug/L
Russian River below Vacation Beach,114RR1041,North Coast,"Lead, Total",Insufficient data,10/10/2011,0.136,ug/L
Russian River near Korbel,114RR1599,North Coast,"Lead, Total",Insufficient data,10/10/2011,0.163,ug/L
Russian River below Healdsburg Memorial Beach,114RR2899,North Coast,"Lead, Total",Insufficient data,10/24/2011,0.117,ug/L
Alamo River at International Boundary,723ARINTL,Colorado River,"Lead, Total",Insufficient data,10/11/2011,9.5,mg/Kg dw
Russian River at Highway 128,114RR4751,North Coast,"Lead, Total",Insufficient data,6/25/2001,50,ug/L
Russian River at Jenner Boat Ramp,114RR0066,North Coast,"Lead, Total",Insufficient data,6/26/2001,50,ug/L
Powell Creek above Trinity River,106FS0040,North Coast,"Lead, Total",Insufficient data,8/30/2011,0.015,ug/L
Inman Creek below Inman Road,113GAR011,North Coast,"Lead, Total",Insufficient data,8/22/2011,0.015,ug/L
Bear Creek at Thornton Road (J8),544SJC508,Central Valley,"Lead, Total",Insufficient data,6/18/2002,2.5,ug/L
Bear Creek at Lower Sacramento Road,531SJC515,Central Valley,"Lead, Total",Insufficient data,11/19/2002,2.5,ug/L
Cosumnes River @ Michigan Bar Rd.,531SAC003,Central Valley,"Lead, Total",Insufficient data,6/25/2002,2.5,ug/L
"Salmon River, NF ~2.7mi above Sawyers Bar Rd.",105FS0425,North Coast,"Lead, Total",Insufficient data,8/10/2011,0.015,ug/L
Stony Creek ~0.2mi abobe NF Smith River,103STCNSR,North Coast,"Lead, Total",Insufficient data,8/9/2011,0.015,ug/L
Rattlesnake Creek ~1.3mi above Eel River,111RSCAER,North Coast,"Lead, Total",Insufficient data,8/8/2011,0.015,ug/L
Redwood Creek ~0.2mi below Harry Weir Cr.,107RWCBHW,North Coast,"Lead, Total",Insufficient data,8/3/2011,0.015,ug/L
Wooley Creek ~0.5mi above Bridge Cr.,105WLCABC,North Coast,"Lead, Total",Insufficient data,8/3/2011,0.015,ug/L
Bridge Creek above Wooley Cr.,105FS0428,North Coast,"Lead, Total",Insufficient data,8/3/2011,0.015,ug/L
Salmon Creek ~6.5mi above Tompkins Hill Rd.,110SMCATH,North Coast,"Lead, Total",Insufficient data,7/27/2011,0.015,ug/L
Horse Creek above Eel River,111HSCAER,North Coast,"Lead, Total",Insufficient data,7/26/2011,0.015,ug/L
"Elk Creek, SF above Little South Fork",110ECSLSF,North Coast,"Lead, Total",Insufficient data,7/26/2011,0.015,ug/L
New Jerusalem Tile Drain,544SJC001,Central Valley,"Lead, Total",Insufficient data,11/19/2002,2.5,ug/L
Tom Paine Slough at Paradise Road,544SJC505,Central Valley,"Lead, Total",Insufficient data,11/19/2002,2.5,ug/L
Old River at Tracy Blvd.,544SJC506,Central Valley,"Lead, Total",Insufficient data,11/19/2002,2.5,ug/L
Rowdy Creek below Copper Cr.,103RDCBCC,North Coast,"Lead, Total",Insufficient data,7/21/2011,0.037,ug/L
Mokelumne River @ Camanche Rec. S. Shore,531CAL005,Central Valley,"Lead, Total",Insufficient data,6/24/2002,2.5,ug/L
New Hogan Reservoir @ Wrinkle Cove,533CAL007,Central Valley,"Lead, Total",Insufficient data,6/24/2002,2.5,ug/L
New Hogan Reservoir @ Acorn East Campground,533CAL006,Central Valley,"Lead, Total",Insufficient data,6/24/2002,2.5,ug/L
Calaveras River @ Monte Vista Trailhead,533CAL008,Central Valley,"Lead, Total",Insufficient data,6/24/2002,2.5,ug/L
Salmon Creek at Mache Ranch,115SC6093,North Coast,"Lead, Total",Insufficient data,7/7/2011,0.058,ug/L
Green Valley Creek above Atascadero Creek,114GV5331,North Coast,"Lead, Total",Insufficient data,7/6/2011,0.015,ug/L
Green Valley Creek above Highway 116,114GV3469,North Coast,"Lead, Total",Insufficient data,7/5/2011,0.122,ug/L
Mud Slough Upstream of SLD Terminus,541MER536,Central Valley,"Lead, Total",Insufficient data,11/21/2002,2.5,ug/L
Salt Slough @ Lander Avenue,541MER531,Central Valley,"Lead, Total",Insufficient data,7/23/2008,15.75,mg/Kg dw
San Luis Drain @ Terminus,541MER535,Central Valley,"Lead, Total",Insufficient data,11/21/2002,2.5,ug/L
Russian River below Johnson's Beach,114RR1310,North Coast,"Lead, Total",Insufficient data,6/2/2011,0.015,ug/L
SJR @ Fremont Ford,541MER538,Central Valley,"Lead, Total",Insufficient data,11/21/2002,2.5,ug/L
Russian River above Syar Pond,114RR2769,North Coast,"Lead, Total",Insufficient data,6/1/2011,0.015,ug/L
Big Chico Creek at River Road,504BCHRIV,Central Valley,"Lead, Total",Insufficient data,8/18/2010,8.87,mg/Kg dw
Grayson Road Drain at Grayson,541STC030,Central Valley,"Lead, Total",Insufficient data,11/20/2002,2.5,ug/L
Salado Creek at HWY 33,541STC515,Central Valley,"Lead, Total",Insufficient data,11/20/2002,2.5,ug/L
Santa Rosa Creek above West 3rd Street,114SR3184,North Coast,"Lead, Total",Insufficient data,10/19/2010,0.015,ug/L
Santa Rosa Creek at Dutton Avenue,114SR2971,North Coast,"Lead, Total",Insufficient data,10/19/2010,0.015,ug/L
Santa Rosa Creek at Santa Rosa Avenue,114SR3438,North Coast,"Lead, Total",Insufficient data,10/19/2010,0.061,ug/L
Santa Rosa Creek below West 3rd Street,114SR3121,North Coast,"Lead, Total",Insufficient data,10/19/2010,0.034,ug/L
Santa Rosa Creek at Highway 101,114SR3320,North Coast,"Lead, Total",Insufficient data,10/19/2010,0.041,ug/L
Indian Creek above Baker Gulch,105IN3286,North Coast,"Lead, Total",Insufficient data,10/13/2010,0.015,ug/L
Indian Creek above Happy Camp,105IN1545,North Coast,"Lead, Total",Insufficient data,10/13/2010,0.015,ug/L
Baker Gulch above Indian Creek,105BG0886,North Coast,"Lead, Total",Insufficient data,10/13/2010,0.015,ug/L
East Fork Indian Creek above Indian Creek,105EI0066,North Coast,"Lead, Total",Insufficient data,10/13/2010,0.015,ug/L
South Fork Indian Creek above Indian Creek,105SI0473,North Coast,"Lead, Total",Insufficient data,10/13/2010,0.038,ug/L
Indian Creek above South Fork Indian Creek,105IN4395,North Coast,"Lead, Total",Insufficient data,10/13/2010,5.27,ug/L
Luther Gulch above Indian Creek,105LG0421,North Coast,"Lead, Total",Insufficient data,10/13/2010,0.906,ug/L
Indian Creek below Luther Gulch,105IN2529,North Coast,"Lead, Total",Insufficient data,10/13/2010,23.8,ug/L
Alamo River Above Drop 3,723ARDP3A,Colorado River,"Lead, Total",Insufficient data,10/6/2010,10.3,mg/Kg dw
South Fork Eel River below Phillipsville,111SF1944,North Coast,"Lead, Total",Insufficient data,10/5/2010,0.015,ug/L
Indian Creek above Spanish Creek,518INABSP,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Lake Amador @ Lake Amador Boat Launch,532AMA003,Central Valley,"Lead, Total",Insufficient data,6/24/2002,2.5,ug/L
Salmon Creek above South Fork Eel,111SC0166,North Coast,"Lead, Total",Insufficient data,8/3/2010,0.015,ug/L
Russian Gulch,113RG8046,North Coast,"Lead, Total",Insufficient data,8/19/2010,0.015,ug/L
Garcia River below SF Garcia River,113GAR094,North Coast,"Lead, Total",Insufficient data,7/27/2010,0.015,ug/L
Eel River - South Fork near Branscomb,111SF8921,North Coast,"Lead, Total",Insufficient data,7/20/2010,0.015,ug/L
Eel River d/s Van Arsdale Reservoir,111ER7910,North Coast,"Lead, Total",Insufficient data,7/20/2010,0.015,ug/L
Van Duzen River downstream of Yager Creek,111VD0160,North Coast,"Lead, Total",Insufficient data,7/20/2010,0.015,ug/L
Elder Creek at Eel River,111EC0137,North Coast,"Lead, Total",Insufficient data,7/20/2010,0.015,ug/L
Eel River - North Fork near Mina,111NF1843,North Coast,"Lead, Total",Insufficient data,7/19/2010,0.015,ug/L
Eel River - South Fork downstream of Bull Creek,111SF0119,North Coast,"Lead, Total",Insufficient data,7/19/2010,0.026,ug/L
Eel River above Dyerville,111ER2075,North Coast,"Lead, Total",Insufficient data,7/19/2010,0.015,ug/L
Eel River above Holmes,111ER1798,North Coast,"Lead, Total",Insufficient data,7/19/2010,0.015,ug/L
Maacama Creek above Franz Creek,114MA2364,North Coast,"Lead, Total",Insufficient data,7/6/2010,0.015,ug/L
Ebabias Creek,115EBAG01,North Coast,"Lead, Total",Insufficient data,7/1/2010,0.037,ug/L
Salmon Creek above Nolan Creek,115SALG01,North Coast,"Lead, Total",Insufficient data,6/30/2010,0.087,ug/L
Austin Creek above Red Slide Creek,114AU7778,North Coast,"Lead, Total",Insufficient data,6/21/2010,0.032,ug/L
Colusa Basin Drain @ Knights Landing Downstream,520CBDKLD,Central Valley,"Lead, Total",Insufficient data,8/20/2008,9.88,mg/Kg dw
Laguna de Santa Rosa at Mirabel,114LAGMIR,North Coast,"Lead, Total",Insufficient data,9/15/2009,13.47,mg/Kg dw
Elk River at Fields Landing,110ELKRIV,North Coast,"Lead, Total",Insufficient data,7/21/2009,0.072,ug/L
Yreka Creek at Anderson Rd,105YREAND,North Coast,"Lead, Total",Insufficient data,7/21/2009,0.031,ug/L
Little River at Crannel,108LI3693,North Coast,"Lead, Total",Insufficient data,7/21/2009,0.057,ug/L
Freshwater Creek - Upper,110FR4913,North Coast,"Lead, Total",Insufficient data,7/21/2009,0.015,ug/L
East Fork Russian River at Hwy 20,114EFRR20,North Coast,"Lead, Total",Insufficient data,7/20/2009,0.071,ug/L
Mark West Creek ~1.2mi above Van Buren Cr.,114MW8747,North Coast,"Lead, Total",Insufficient data,6/23/2009,0.015,ug/L
Devereux Slough at Golf Course culvert,315DEV,Central Coast,"Lead, Total",Insufficient data,3/26/2002,3.11,mg/Kg dw
Navarro River at Dimmick campground,113NAVDMC,North Coast,"Lead, Total",Insufficient data,10/14/2008,10.285,mg/Kg dw
Russian River at Alexander RV Park,114RRAXRV,North Coast,"Lead, Total",Insufficient data,10/14/2008,4.595,mg/Kg dw
Lower Truckee River upstream of CA/NV state line,635TRKSD1,Lahontan,"Lead, Total",Insufficient data,9/22/2008,14.75,mg/Kg dw
Revolon Slough,408CAL005,Los Angeles,"Lead, Total",Insufficient data,10/31/2001,0.912,ug/L
San Jacinto River at Goetz/TMDL site,802SJRGxx,Santa Ana,"Lead, Total",Insufficient data,6/3/2008,13.25,mg/Kg dw
Agua Hedionda Creek 6,904CBAHC6,San Diego,"Lead, Total",Insufficient data,5/21/2008,17.85,mg/Kg dw
Soledad Canyon Creek 4,906LPSOL4,San Diego,"Lead, Total",Insufficient data,5/21/2008,29.75,mg/Kg dw
Drainage East of San Gabriel River at Hgwy22,845SGRDRE,Santa Ana,"Lead, Total",Insufficient data,5/20/2008,131.5,mg/Kg dw
Calleguas Creek Main Stem (between Revolon Slough and Conejo Creek),408CAL006,Los Angeles,"Lead, Total",Insufficient data,5/19/2008,19.05,mg/Kg dw
Santa Clara River Upstream Bouquet Canyon Cr,403STCBQU,Los Angeles,"Lead, Total",Insufficient data,5/19/2008,14.75,mg/Kg dw
SJR @ Hills Ferry,541STC512,Central Valley,"Lead, Total",Insufficient data,11/20/2002,2.5,ug/L
San Antonio Creek @ Sheep Ranch Rd.,533CAL001,Central Valley,"Lead, Total",Insufficient data,6/26/2002,2.5,ug/L
Channel Islands Harbor 4,410VHCHN4,Los Angeles,"Lead, Total",Insufficient data,10/12/2006,29.5,mg/Kg dw
Channel Islands Harbor 5,410VHCHN5,Los Angeles,"Lead, Total",Insufficient data,10/12/2006,8.87,ug/L
Channel Islands Harbor 1,410VHCHN1,Los Angeles,"Lead, Total",Insufficient data,10/11/2006,23.1,mg/Kg dw
Channel Islands Harbor 2,410VHCHN2,Los Angeles,"Lead, Total",Insufficient data,10/11/2006,74.2,mg/Kg dw
Channel Islands Harbor 3,410VHCHN3,Los Angeles,"Lead, Total",Insufficient data,10/11/2006,26.3,mg/Kg dw
J Street Drain,410VDJSD1,Los Angeles,"Lead, Total",Insufficient data,10/4/2006,6.02,mg/Kg dw
Oxnard Drain,410VDOXD1,Los Angeles,"Lead, Total",Insufficient data,10/4/2006,35.32,mg/Kg dw
Port Hueneme Harbor 1,410VHHME1,Los Angeles,"Lead, Total",Insufficient data,10/3/2006,11.82,mg/Kg dw
Hueneme Drain,410VDHME1,Los Angeles,"Lead, Total",Insufficient data,10/3/2006,20.15,ug/L
Port Hueneme Harbor 4,410VHHME4,Los Angeles,"Lead, Total",Insufficient data,10/3/2006,8.77,ug/L
Port Hueneme Harbor 2,410VHHME2,Los Angeles,"Lead, Total",Insufficient data,10/3/2006,15.5,mg/Kg dw
Port Hueneme Harbor 3,410VHHME3,Los Angeles,"Lead, Total",Insufficient data,10/3/2006,21.8,mg/Kg dw
Ventura River Estuary,402VNTEST,Los Angeles,"Lead, Total",Insufficient data,10/2/2006,2.353,ug/L
Ventura Marina 4,407VHVTR4,Los Angeles,"Lead, Total",Insufficient data,10/2/2006,13.247,mg/Kg dw
Los Sauces Lower,401VCSAUL,Los Angeles,"Lead, Total",Insufficient data,6/8/2006,0.07,ug/L
Los Sauces Upper,401VCSAUU,Los Angeles,"Lead, Total",Insufficient data,6/8/2006,0.13,ug/L
Madranio Lower,401VCMADL,Los Angeles,"Lead, Total",Insufficient data,6/7/2006,0.35,ug/L
Padre Juan Canyon Upper,401VCPJCU,Los Angeles,"Lead, Total",Insufficient data,6/7/2006,0.11,ug/L
Madranio Upper,401VCMADU,Los Angeles,"Lead, Total",Insufficient data,6/7/2006,0.63,ug/L
Padre Juan Canyon Lower,401VCPJCL,Los Angeles,"Lead, Total",Insufficient data,6/7/2006,0.66,ug/L
Big Sycamore Lower,404VCBSCL,Los Angeles,"Lead, Total",Insufficient data,6/6/2006,0.03,ug/L
Little Sycamore Upper,404VCLSCU,Los Angeles,"Lead, Total",Insufficient data,6/6/2006,0.04,ug/L
Big Sycamore Canyon Creek Upper ~2.4mi above Wood Canyon,404VCBSCU,Los Angeles,"Lead, Total",Insufficient data,6/6/2006,0.03,ug/L
Little Sycamore Lower,404VCLSCL,Los Angeles,"Lead, Total",Insufficient data,6/6/2006,0.03,ug/L
Javon Canyon Upper,401VCJVCU,Los Angeles,"Lead, Total",Insufficient data,6/5/2006,0.24,ug/L
Javon Canyon Lower,401VCJVCL,Los Angeles,"Lead, Total",Insufficient data,6/5/2006,0.24,ug/L
Salton Sea Drain NW2 (Torrez Martinez 2),728SSDNW2,Colorado River,"Lead, Total",Insufficient data,5/3/2006,10.1,mg/Kg dw
Lower Pine Gulch,201PNG010,San Francisco Bay,"Lead, Total",Insufficient data,4/11/2005,5.21,mg/Kg dw
Lobos Below Lincoln,203LOB020,San Francisco Bay,"Lead, Total",Insufficient data,4/11/2005,20.2,mg/Kg dw
Easkoot,201EAS020,San Francisco Bay,"Lead, Total",Insufficient data,4/11/2005,6.54,mg/Kg dw
Glen Canyon Park,204ISL050,San Francisco Bay,"Lead, Total",Insufficient data,4/11/2005,26.1,mg/Kg dw
Turner Slough at Fourth Ave.,535MER576,Central Valley,"Lead, Total",Insufficient data,11/21/2002,2.5,ug/L
Deep Slough at Green House Road,535MER577,Central Valley,"Lead, Total",Insufficient data,11/21/2002,2.5,ug/L
Pixley Slough at Davis Road,531SJC507,Central Valley,"Lead, Total",Insufficient data,10/29/2002,2.5,ug/L
SJR @ Sack Dam,541MAD007,Central Valley,"Lead, Total",Insufficient data,11/21/2002,2.5,ug/L
Ingram Creek at River Road,541STC040,Central Valley,"Lead, Total",Insufficient data,11/20/2002,2.5,ug/L
Hospital Creek at River Road,541STC042,Central Valley,"Lead, Total",Insufficient data,9/25/2002,2.5,ug/L
Bean Hollow,202BUT010,San Francisco Bay,"Lead, Total",Insufficient data,1/28/2003,0.124,ug/L
Walnut Creek,405SGB506,Los Angeles,"Lead, Total",Insufficient data,7/25/2005,0.73,ug/L
"Mammoth Cr, at Old Mammoth Rd",603MAM007,Lahontan,"Lead, Total",Insufficient data,7/21/2005,0.1,ug/L
Mammoth Cr Trib,603MAM009,Lahontan,"Lead, Total",Insufficient data,7/21/2005,0.2,ug/L
North Fork San Gabriel,405SGBNFK,Los Angeles,"Lead, Total",Insufficient data,6/15/2005,0.015,ug/L
Rio Hondo,412LARRHO,Los Angeles,"Lead, Total",Insufficient data,7/11/2005,0.13,ug/L
Russian River at Cloverdale d/s STP,114CLOSTP,North Coast,"Lead, Total",Insufficient data,6/30/2005,0.03,ug/L
East Fork Russian River at Powerhouse,114EFRRPH,North Coast,"Lead, Total",Insufficient data,6/29/2005,0.03,ug/L
Klamath River below Everill Creek,105KLAEVC,North Coast,"Lead, Total",Insufficient data,6/21/2005,0.04,ug/L
Klamath River at Seiad Valley,105KL6175,North Coast,"Lead, Total",Insufficient data,6/21/2005,0.03,ug/L
Yreka Creek at Highway 3,105YREHW3,North Coast,"Lead, Total",Insufficient data,6/20/2005,0.11,ug/L
Eel River at Holmes,111ER1574,North Coast,"Lead, Total",Insufficient data,6/20/2005,1.06,ug/L
West Fork San Gabriel,405SGBWFK,Los Angeles,"Lead, Total",Insufficient data,6/15/2005,0.015,ug/L
East Fork San Gabriel,405SGBEFK,Los Angeles,"Lead, Total",Insufficient data,6/15/2005,0.47,ug/L
Above Vulcan Bridge Zone 7,204AMO070,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,4.24,mg/Kg dw
Cesar Chavez Park,204PRL020,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,29.8,mg/Kg dw
Glen Echo at 29th Street,204LME100,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,94.1,mg/Kg dw
Sausal at E.22nd,204SAU030,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,12.7,mg/Kg dw
Arroyo Viejo Rec. Center,204AVJ020,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,13.3,mg/Kg dw
